Object 1 Volume,Object 1 Grasping Length,"Object 1 Shape (Cuboid, Sphere, Cylinder)",Object 2 Volume,Object 2 Grasping Length,"Object 2 Shape (Cuboid, Sphere, Cylinder)",Remaining Workspace Volume after first grasp,Remaining Workspace Volume after both grasps
4.1888e-06,0.0,"[0, 1, 0]",2.1447e-06,0.0,"[0, 1, 0]",0.0067032066108327,0.0031332776788518
6.54498e-05,0.0,"[0, 1, 0]",8.2448e-05,0.0,"[0, 1, 0]",0.0066603708541276,0.0031286559995309
0.0001375264,0.076,"[0, 0, 1]",2.05795e-05,0.0,"[0, 1, 0]",0.006658165976913,0.0031263751153695
0.0001152,0.072,"[1, 0, 0]",4.1888e-06,0.0,"[0, 1, 0]",0.0066223999692157,0.0031093567296144
0.0002315228,0.094,"[0, 0, 1]",5.5753e-06,0.0,"[0, 1, 0]",0.0066266333779498,0.0031170003831709
1.41372e-05,0.0,"[0, 1, 0]",9.408e-06,0.048,"[1, 0, 0]",0.0066972251875797,0.0031332865925121
2.05795e-05,0.0,"[0, 1, 0]",4.46022e-05,0.0,"[0, 1, 0]",0.006693991753844,0.0031333062500305
0.0001828093,0.11,"[0, 0, 1]",3.0008e-05,0.062,"[1, 0, 0]",0.0066468164583477,0.00312443511252
0.000135424,0.064,"[1, 0, 0]",7.39782e-05,0.028,"[0, 0, 1]",0.0066311850411058,0.003103389882624
0.0001156797,0.102,"[0, 0, 1]",9.4248e-06,0.03,"[0, 0, 1]",0.0066624196036356,0.0031309579705774
4.46022e-05,0.0,"[0, 1, 0]",3.4496e-05,0.044,"[1, 0, 0]",0.0066748045456593,0.0031313075204605
2.916e-05,0.01,"[1, 0, 0]",0.000249688,0.118,"[1, 0, 0]",0.0066953664529691,0.0031333738857329
0.000326144,0.104,"[1, 0, 0]",5.41862e-05,0.022,"[0, 0, 1]",0.0065305605259623,0.0030392540534623
0.000198144,0.086,"[1, 0, 0]",4.1888e-06,0.0,"[0, 1, 0]",0.0065514841467382,0.0030864516797081
5.79058e-05,0.0,"[0, 1, 0]",5.79058e-05,0.0,"[0, 1, 0]",0.0066682332188828,0.0031296324235041
8.8872e-05,0.042,"[1, 0, 0]",2.87309e-05,0.0,"[0, 1, 0]",0.006654008372948,0.003124368936983
2.88e-06,0.02,"[1, 0, 0]",5.0965e-05,0.0,"[0, 1, 0]",0.0067045776750096,0.0031333197482886
9e-05,0.036,"[1, 0, 0]",1.9584e-05,0.034,"[1, 0, 0]",0.0066326536427854,0.0031278932417009
0.0002694921,0.102,"[0, 0, 1]",0.000101728,0.088,"[1, 0, 0]",0.0066014095264149,0.0031138658400357
0.000339292,0.12,"[0, 0, 1]",9.19523e-05,0.0,"[0, 1, 0]",0.0065711904343811,0.0031078337919178
1.0752e-05,0.042,"[1, 0, 0]",0.00036,0.1,"[1, 0, 0]",0.0066995756492729,0.0031325294863587
5.67057e-05,0.05,"[0, 0, 1]",9.048e-07,0.0,"[0, 1, 0]",0.0066852902739247,0.0031321822401817
4.6656e-05,0.036,"[1, 0, 0]",3.072e-05,0.12,"[1, 0, 0]",0.0066701090563914,0.0031303999957762
0.000167648,0.062,"[1, 0, 0]",6.4736e-05,0.056,"[1, 0, 0]",0.0065880656688484,0.0030999909095875
5.0965e-05,0.0,"[0, 1, 0]",2.05795e-05,0.0,"[0, 1, 0]",0.0066717211953935,0.0031306187998689
2.57611e-05,0.082,"[0, 0, 1]",2.70177e-05,0.086,"[0, 0, 1]",0.0066998223075291,0.00313333022049
2.89027e-05,0.092,"[0, 0, 1]",5.236e-07,0.0,"[0, 1, 0]",0.0066999735193878,0.0031332851471558
0.000108875,0.096,"[0, 0, 1]",1.5264e-05,0.106,"[1, 0, 0]",0.0066621225061643,0.0031309181430828
2.05795e-05,0.0,"[0, 1, 0]",7.2382e-06,0.0,"[0, 1, 0]",0.0066932965307174,0.003133213290568
7.2382e-06,0.0,"[0, 1, 0]",0.000121104,0.036,"[1, 0, 0]",0.0067019628849391,0.0031334378909051
5.79058e-05,0.0,"[0, 1, 0]",2.916e-05,0.09,"[1, 0, 0]",0.0066659857062383,0.003129895651185
2.7864e-05,0.086,"[1, 0, 0]",5.9248e-05,0.028,"[1, 0, 0]",0.0066944655176757,0.0031297322868379
5.79058e-05,0.0,"[0, 1, 0]",7.2e-06,0.072,"[1, 0, 0]",0.0066661901291711,0.0031294465280011
2.87309e-05,0.0,"[0, 1, 0]",2.05795e-05,0.0,"[0, 1, 0]",0.0066867687562239,0.0031326867542112
1.71573e-05,0.0,"[0, 1, 0]",3.50413e-05,0.066,"[0, 0, 1]",0.0066968260570685,0.0031333142192747
0.000252,0.07,"[1, 0, 0]",0.0002265968,0.092,"[0, 0, 1]",0.0065182512997593,0.0030836429308802
1.0816e-05,0.016,"[1, 0, 0]",3.4e-06,0.034,"[1, 0, 0]",0.0067008808451509,0.0031331974222021
1.1776e-05,0.046,"[1, 0, 0]",2.69737e-05,0.106,"[0, 0, 1]",0.0066987832083213,0.0031326106031947
9.26079e-05,0.102,"[0, 0, 1]",6.0648e-05,0.042,"[1, 0, 0]",0.0066764290916245,0.0031322278966318
0.000279407,0.122,"[0, 0, 1]",3.1705e-05,0.012,"[0, 0, 1]",0.0066007269523855,0.0031158896969758
2.44227e-05,0.046,"[0, 0, 1]",1.71573e-05,0.0,"[0, 1, 0]",0.0066970538182661,0.0031332915237195
1.2384e-05,0.086,"[1, 0, 0]",0.0001634822,0.118,"[0, 0, 1]",0.0067024105753181,0.0031307989069748
0.0001121926,0.062,"[0, 0, 1]",0.0001927807,0.116,"[0, 0, 1]",0.006658167137399,0.0031277760011476
4.3904e-05,0.056,"[1, 0, 0]",9.8496e-05,0.076,"[1, 0, 0]",0.0066790063237985,0.0031261733855452
5.5753e-06,0.0,"[0, 1, 0]",1.80516e-05,0.034,"[0, 0, 1]",0.0067035771132245,0.0031332581452833
0.0001822626,0.074,"[0, 0, 1]",1.6072e-05,0.082,"[1, 0, 0]",0.0066435856327641,0.0031200264938052
4.99011e-05,0.044,"[0, 0, 1]",2.96504e-05,0.078,"[0, 0, 1]",0.0066860612169069,0.0031319721791081
0.0001330025,0.096,"[0, 0, 1]",8.2448e-05,0.0,"[0, 1, 0]",0.0066546565251423,0.0031284167304557
2.1447e-06,0.0,"[0, 1, 0]",8.2448e-05,0.0,"[0, 1, 0]",0.0067051868851458,0.0031332111498766
4.1888e-06,0.0,"[0, 1, 0]",0.000275808,0.102,"[1, 0, 0]",0.0067038259603402,0.0031332219163994
0.0001130973,0.0,"[0, 1, 0]",0.000124416,0.054,"[1, 0, 0]",0.006624959939975,0.003121138438354
3.8016e-05,0.066,"[1, 0, 0]",0.0001761617,0.106,"[0, 0, 1]",0.0066740458063712,0.0031268221754921
0.0001256637,0.064,"[0, 0, 1]",1.41372e-05,0.0,"[0, 1, 0]",0.0066541178260332,0.0031263042534478
1.71573e-05,0.0,"[0, 1, 0]",3.46078e-05,0.034,"[0, 0, 1]",0.0066960987384261,0.0031333471911123
4.5968e-05,0.068,"[1, 0, 0]",0.0001021604,0.0,"[0, 1, 0]",0.0066748673969375,0.0031254185989424
7.38e-05,0.082,"[1, 0, 0]",0.00010816,0.04,"[1, 0, 0]",0.0066707176973597,0.0031170292551474
2.7709e-06,0.018,"[0, 0, 1]",0.000332416,0.106,"[1, 0, 0]",0.0067055999347313,0.0031334519189216
1.13914e-05,0.074,"[0, 0, 1]",8.2938e-05,0.066,"[0, 0, 1]",0.0067028347340667,0.0031333501475186
1.1494e-05,0.0,"[0, 1, 0]",0.00020736,0.09,"[1, 0, 0]",0.0066995819463117,0.0031331923152501
9.408e-06,0.048,"[1, 0, 0]",4e-05,0.1,"[1, 0, 0]",0.0066990376732243,0.0031323827640737
2.12874e-05,0.056,"[0, 0, 1]",5.5432e-05,0.082,"[1, 0, 0]",0.006701196965238,0.0031334238427094
0.00019,0.076,"[1, 0, 0]",9.2416e-05,0.064,"[1, 0, 0]",0.0065634270856123,0.0030911966557505
2.87309e-05,0.0,"[0, 1, 0]",1.97041e-05,0.032,"[0, 0, 1]",0.0066862721650961,0.003132566420298
1.0816e-05,0.016,"[1, 0, 0]",1.71573e-05,0.0,"[0, 1, 0]",0.0067008377723849,0.0031333580502717
6.54498e-05,0.0,"[0, 1, 0]",1.6085e-05,0.02,"[0, 0, 1]",0.0066614377000987,0.0031289101374462
6.4736e-05,0.056,"[1, 0, 0]",1.41372e-05,0.0,"[0, 1, 0]",0.0066689181655988,0.0031217036425137
4.704e-05,0.06,"[1, 0, 0]",9.728e-06,0.038,"[1, 0, 0]",0.0066795097680982,0.0031250053786299
3.0536e-06,0.0,"[0, 1, 0]",9.36e-05,0.104,"[1, 0, 0]",0.0067040451476969,0.0031332137088305
3.19311e-05,0.084,"[0, 0, 1]",2.50888e-05,0.066,"[0, 0, 1]",0.0066981275572405,0.0031333962539507
6.54498e-05,0.0,"[0, 1, 0]",8.04248e-05,0.064,"[0, 0, 1]",0.0066598347378803,0.0031285321994207
0.0001894569,0.114,"[0, 0, 1]",0.0001845749,0.102,"[0, 0, 1]",0.0066371193930404,0.0031243836966491
9.19523e-05,0.0,"[0, 1, 0]",0.0002205398,0.078,"[0, 0, 1]",0.0066390337426112,0.0031250351611469
3.87924e-05,0.0,"[0, 1, 0]",1.71573e-05,0.0,"[0, 1, 0]",0.0066799705199688,0.0031315149256491
2.1447e-06,0.0,"[0, 1, 0]",3.6864e-05,0.036,"[1, 0, 0]",0.006705293687985,0.0031331099064955
3.0536e-06,0.0,"[0, 1, 0]",0.000132192,0.102,"[1, 0, 0]",0.0067045667250786,0.0031333063091036
2.4429e-05,0.0,"[0, 1, 0]",2.05795e-05,0.0,"[0, 1, 0]",0.0066916319545362,0.0031326995791998
1.4368e-06,0.0,"[0, 1, 0]",0.000128,0.08,"[1, 0, 0]",0.0067052500299635,0.0031333528849575
3.0536e-06,0.0,"[0, 1, 0]",7.68e-05,0.048,"[1, 0, 0]",0.0067042497500036,0.0031332811624451
0.000269696,0.086,"[1, 0, 0]",0.0002166505,0.082,"[0, 0, 1]",0.0065517306407117,0.003064648908746
6.54498e-05,0.0,"[0, 1, 0]",3.4992e-05,0.108,"[1, 0, 0]",0.0066598610323012,0.003128439648805
4.56159e-05,0.03,"[0, 0, 1]",3.35103e-05,0.0,"[0, 1, 0]",0.0066901888771472,0.0031321508788001
1.69646e-05,0.054,"[0, 0, 1]",7.36222e-05,0.0,"[0, 1, 0]",0.0067027598216752,0.0031332858302068
5.0176e-05,0.016,"[1, 0, 0]",0.000174928,0.052,"[1, 0, 0]",0.0066851123946118,0.0031333421294007
8.24668e-05,0.042,"[0, 0, 1]",1.7496e-05,0.054,"[1, 0, 0]",0.0066839377108756,0.0031285961206653
2.1447e-06,0.0,"[0, 1, 0]",8.6205e-06,0.056,"[0, 0, 1]",0.0067053365802861,0.0031333043733848
2.07345e-05,0.066,"[0, 0, 1]",7.1251e-06,0.028,"[0, 0, 1]",0.0067008602730675,0.0031334286414956
6.27313e-05,0.078,"[0, 0, 1]",2.7648e-05,0.108,"[1, 0, 0]",0.0066863201541194,0.00313277768449
2.1447e-06,0.0,"[0, 1, 0]",7.2382e-06,0.0,"[0, 1, 0]",0.0067047655002142,0.0031334414820314
0.0001457699,0.116,"[0, 0, 1]",4.1888e-06,0.0,"[0, 1, 0]",0.0066495072386336,0.0031295900730399
1.93019e-05,0.096,"[0, 0, 1]",2.05795e-05,0.0,"[0, 1, 0]",0.0067017350537552,0.0031332828678124
9.19523e-05,0.0,"[0, 1, 0]",7.01957e-05,0.114,"[0, 0, 1]",0.0066397997585704,0.0031248235439062
4.46022e-05,0.0,"[0, 1, 0]",0.0004176,0.116,"[1, 0, 0]",0.0066754450366959,0.0031313495149496
5.06676e-05,0.112,"[0, 0, 1]",5.5753e-06,0.0,"[0, 1, 0]",0.0066916193717279,0.0031332843719224
3.0536e-06,0.0,"[0, 1, 0]",4.46022e-05,0.0,"[0, 1, 0]",0.0067043704867451,0.0031333260148873
0.00031,0.124,"[1, 0, 0]",2.37253e-05,0.118,"[0, 0, 1]",0.0065098691821687,0.0030435238472608
0.0001584,0.044,"[1, 0, 0]",0.000165048,0.078,"[1, 0, 0]",0.0065860648217764,0.0031210794223443
4.1888e-06,0.0,"[0, 1, 0]",0.000144256,0.046,"[1, 0, 0]",0.0067041117423344,0.0031331420177317
9.8835e-06,0.026,"[0, 0, 1]",0.0001130973,0.0,"[0, 1, 0]",0.00670385274128,0.0031333616259861
3.7253e-05,0.098,"[0, 0, 1]",4.1888e-06,0.0,"[0, 1, 0]",0.0066960093596111,0.0031333380058468
5.79058e-05,0.0,"[0, 1, 0]",1.4368e-06,0.0,"[0, 1, 0]",0.0066658854861011,0.0031296932781369
6.35104e-05,0.056,"[0, 0, 1]",2.87309e-05,0.0,"[0, 1, 0]",0.0066853301158004,0.0031316282869429
0.000308256,0.114,"[1, 0, 0]",5.0965e-05,0.0,"[0, 1, 0]",0.0065197610923019,0.0030360538261188
0.0002015395,0.088,"[0, 0, 1]",1.152e-05,0.02,"[1, 0, 0]",0.0066311679557652,0.0031205367921256
1.728e-05,0.12,"[1, 0, 0]",0.000111456,0.086,"[1, 0, 0]",0.0067018608770672,0.0031292960257918
0.0001426723,0.054,"[0, 0, 1]",2.19911e-05,0.07,"[0, 0, 1]",0.0066574456052404,0.0031235397610945
1.9208e-05,0.098,"[1, 0, 0]",3.81766e-05,0.062,"[0, 0, 1]",0.0066933667238702,0.0031302483410428
1.728e-06,0.012,"[1, 0, 0]",9.2512e-05,0.118,"[1, 0, 0]",0.0067054801600349,0.0031332884872156
9.2416e-05,0.064,"[1, 0, 0]",1.13097e-05,0.036,"[0, 0, 1]",0.0066471701585866,0.0031146948355232
0.000122728,0.058,"[1, 0, 0]",2.05795e-05,0.0,"[0, 1, 0]",0.006635504217067,0.0031117499264551
5.79058e-05,0.0,"[0, 1, 0]",6.22035e-05,0.088,"[0, 0, 1]",0.0066665311935037,0.0031296401180117
0.0002167448,0.088,"[0, 0, 1]",3.7699e-06,0.012,"[0, 0, 1]",0.0066267210139635,0.0031191671708597
5.22e-05,0.058,"[1, 0, 0]",4.4528e-05,0.092,"[1, 0, 0]",0.0066788299500118,0.0031248561195169
0.000301056,0.096,"[1, 0, 0]",2.05795e-05,0.0,"[0, 1, 0]",0.006540784838342,0.003051832896118
1.67258e-05,0.044,"[0, 0, 1]",1.9208e-05,0.098,"[1, 0, 0]",0.0067012516214304,0.0031331067178435
6.2192e-05,0.092,"[1, 0, 0]",4.82549e-05,0.06,"[0, 0, 1]",0.0066679935981967,0.0031202704942391
6.4288e-05,0.082,"[1, 0, 0]",3.35103e-05,0.0,"[0, 1, 0]",0.0066704180813241,0.0031198283981236
0.0001074425,0.038,"[0, 0, 1]",4.02124e-05,0.05,"[0, 0, 1]",0.006673528542917,0.0031263763162098
2.5447e-06,0.01,"[0, 0, 1]",3.456e-06,0.024,"[1, 0, 0]",0.0067049069425166,0.0031331713484758
1.6072e-05,0.082,"[1, 0, 0]",5.5753e-06,0.0,"[0, 1, 0]",0.0066947332118588,0.0031308706487684
0.000175104,0.076,"[1, 0, 0]",4.88455e-05,0.092,"[0, 0, 1]",0.006563847332544,0.0030948423491835
7.36222e-05,0.0,"[0, 1, 0]",0.0001316704,0.062,"[0, 0, 1]",0.0066523765265967,0.0031271646111343
9.19523e-05,0.0,"[0, 1, 0]",2.1447e-06,0.0,"[0, 1, 0]",0.0066392192685281,0.0031245174709243
6.51441e-05,0.064,"[0, 0, 1]",0.000204624,0.116,"[1, 0, 0]",0.0066794070383319,0.0031321637890922
1.2868e-05,0.016,"[0, 0, 1]",0.000220704,0.114,"[1, 0, 0]",0.0067030855292598,0.0031329627840962
9.274e-06,0.082,"[0, 0, 1]",1.40241e-05,0.124,"[0, 0, 1]",0.0067051943021398,0.0031332036793978
2.1384e-05,0.066,"[1, 0, 0]",9.9526e-06,0.022,"[0, 0, 1]",0.0066966691773501,0.0031307746223913
3.87924e-05,0.0,"[0, 1, 0]",0.000388864,0.124,"[1, 0, 0]",0.0066800692761948,0.0031318810652894
5.79058e-05,0.0,"[0, 1, 0]",7.2382e-06,0.0,"[0, 1, 0]",0.0066669435130103,0.0031299197945858
1.6464e-05,0.084,"[1, 0, 0]",4.9368e-05,0.102,"[1, 0, 0]",0.0066941203893119,0.0031307130145775
6.54498e-05,0.0,"[0, 1, 0]",1.08e-05,0.012,"[1, 0, 0]",0.0066584808103874,0.003128712235766
4.1888e-06,0.0,"[0, 1, 0]",2.1447e-06,0.0,"[0, 1, 0]",0.0067038526726101,0.0031334145611976
2.32e-05,0.058,"[1, 0, 0]",3.24e-05,0.1,"[1, 0, 0]",0.0066979279788826,0.0031297055901029
1.4368e-06,0.0,"[0, 1, 0]",5.76e-05,0.1,"[1, 0, 0]",0.006704887795181,0.00313325050199
1.1494e-05,0.0,"[0, 1, 0]",1.71573e-05,0.0,"[0, 1, 0]",0.0066991173839896,0.0031330548456645
1.71573e-05,0.0,"[0, 1, 0]",0.0001021604,0.0,"[0, 1, 0]",0.0066965643548713,0.0031331637373825
6.48e-06,0.02,"[1, 0, 0]",0.0001130973,0.0,"[0, 1, 0]",0.0067034825132003,0.0031331404243343
0.000221184,0.096,"[1, 0, 0]",0.0001021604,0.0,"[0, 1, 0]",0.006540888057204,0.003077951100958
0.000173056,0.064,"[1, 0, 0]",3.0536e-06,0.0,"[0, 1, 0]",0.0065884398916515,0.0030940838693718
2.1447e-06,0.0,"[0, 1, 0]",3.0536e-06,0.0,"[0, 1, 0]",0.0067045285206949,0.0031333325748549
7.2382e-06,0.0,"[0, 1, 0]",9.42101e-05,0.068,"[0, 0, 1]",0.0067030361264343,0.0031332931399487
2.05795e-05,0.0,"[0, 1, 0]",6.0552e-05,0.018,"[1, 0, 0]",0.0066933032877147,0.0031330678251067
0.000274104,0.094,"[1, 0, 0]",0.00016224,0.06,"[1, 0, 0]",0.0065407685747621,0.0030591251003174
8.04248e-05,0.1,"[0, 0, 1]",8.9528e-05,0.062,"[1, 0, 0]",0.0066785124245253,0.0031326319829519
0.000173512,0.082,"[1, 0, 0]",4.72e-05,0.118,"[1, 0, 0]",0.0066138936055651,0.0030908085394934
2.1447e-06,0.0,"[0, 1, 0]",9.2028e-06,0.0,"[0, 1, 0]",0.0067046421066363,0.0031332021061371
0.0001231504,0.05,"[0, 0, 1]",0.0001080708,0.086,"[0, 0, 1]",0.0066608963155532,0.0031250157868791
0.000117912,0.102,"[1, 0, 0]",1.41372e-05,0.0,"[0, 1, 0]",0.0066503396611156,0.0031018334613027
0.0001145111,0.05,"[0, 0, 1]",8.6016e-05,0.084,"[1, 0, 0]",0.006664535623819,0.0031258534204757
9.16088e-05,0.04,"[0, 0, 1]",3.0536e-06,0.0,"[0, 1, 0]",0.0066801106943526,0.0031269396385945
0.0001178097,0.06,"[0, 0, 1]",4.1888e-06,0.0,"[0, 1, 0]",0.0066692789855149,0.0031264016595128
0.00013872,0.12,"[1, 0, 0]",2.20477e-05,0.058,"[0, 0, 1]",0.0066439231318262,0.0030929355835507
3.6191e-06,0.018,"[0, 0, 1]",8.51497e-05,0.056,"[0, 0, 1]",0.0067051815089358,0.0031332345502895
4.2592e-05,0.022,"[1, 0, 0]",7.56e-05,0.084,"[1, 0, 0]",0.0066797964801998,0.0031332410616556
5.79058e-05,0.0,"[0, 1, 0]",4.9763e-06,0.044,"[0, 0, 1]",0.0066652186696698,0.0031294842866698
1.1808e-05,0.082,"[1, 0, 0]",3.87924e-05,0.0,"[0, 1, 0]",0.0067023552205568,0.0031309562660919
2.4336e-05,0.036,"[1, 0, 0]",4.77836e-05,0.09,"[0, 0, 1]",0.0066889788756845,0.0031315527064938
2.268e-05,0.07,"[1, 0, 0]",1.37979e-05,0.122,"[0, 0, 1]",0.0066956647921059,0.0031306268607514
0.000194432,0.062,"[1, 0, 0]",2.89529e-05,0.016,"[0, 0, 1]",0.0065882178692763,0.0030962688046233
5.1698e-05,0.034,"[0, 0, 1]",3.6504e-05,0.054,"[1, 0, 0]",0.0066903373656097,0.0031316361341001
4.90277e-05,0.054,"[0, 0, 1]",1.41372e-05,0.0,"[0, 1, 0]",0.0066920933680224,0.0031329235595717
1.37979e-05,0.122,"[0, 0, 1]",5.79058e-05,0.0,"[0, 1, 0]",0.0067046340243283,0.0031333207105468
0.0001130973,0.0,"[0, 1, 0]",8.2448e-05,0.0,"[0, 1, 0]",0.0066234365637336,0.0031211360138872
3.0536e-06,0.0,"[0, 1, 0]",7.22e-05,0.05,"[1, 0, 0]",0.0067047853687563,0.0031332834687342
4.27257e-05,0.034,"[0, 0, 1]",0.0001375264,0.076,"[0, 0, 1]",0.0066924553046166,0.0031323601114393
0.0001656499,0.078,"[0, 0, 1]",1.71573e-05,0.0,"[0, 1, 0]",0.0066433774302608,0.0031230200342682
0.000111456,0.086,"[1, 0, 0]",0.000124384,0.046,"[1, 0, 0]",0.0066279939636596,0.0031084981312314
1.1494e-05,0.0,"[0, 1, 0]",7.5816e-05,0.026,"[1, 0, 0]",0.0066994753970459,0.0031334342382281
8.2448e-05,0.036,"[0, 0, 1]",1.60096e-05,0.026,"[0, 0, 1]",0.0066803894995687,0.0031286643807701
0.000236992,0.112,"[1, 0, 0]",1.2096e-05,0.084,"[1, 0, 0]",0.0065888525187886,0.0030612851350668
5.7024e-05,0.044,"[1, 0, 0]",3.35103e-05,0.0,"[0, 1, 0]",0.006665460040031,0.0031283536362645
8.9528e-05,0.062,"[1, 0, 0]",1.1494e-05,0.0,"[0, 1, 0]",0.0066477117767655,0.0031174509831129
6.54498e-05,0.0,"[0, 1, 0]",0.0001529076,0.072,"[0, 0, 1]",0.0066598351805014,0.0031287173676956
2.87309e-05,0.0,"[0, 1, 0]",1.44e-05,0.036,"[1, 0, 0]",0.0066870241684218,0.0031327208000939
2.87309e-05,0.0,"[0, 1, 0]",1.92e-05,0.012,"[1, 0, 0]",0.0066868936790766,0.0031328601641028
4.46022e-05,0.0,"[0, 1, 0]",0.000242208,0.072,"[1, 0, 0]",0.0066756779823036,0.0031311581381039
5.184e-05,0.09,"[1, 0, 0]",9.6e-05,0.06,"[1, 0, 0]",0.0066678003383824,0.0031226307950605
2.4429e-05,0.0,"[0, 1, 0]",7.744e-05,0.04,"[1, 0, 0]",0.0066899852900629,0.0031328883217878
8.2944e-05,0.036,"[1, 0, 0]",9.048e-07,0.0,"[0, 1, 0]",0.0066324162456653,0.0031278683092099
2.23933e-05,0.088,"[0, 0, 1]",3.1232e-05,0.122,"[1, 0, 0]",0.0067004646747915,0.0031332903303205
0.00016224,0.06,"[1, 0, 0]",8.2448e-05,0.0,"[0, 1, 0]",0.0065947192873502,0.0030998754849851
0.0002610789,0.106,"[0, 0, 1]",5.79058e-05,0.0,"[0, 1, 0]",0.0066096148480742,0.0031162408522846
0.000316216,0.094,"[1, 0, 0]",9.32927e-05,0.116,"[0, 0, 1]",0.0064887789303569,0.0030518997181016
2.156e-05,0.11,"[1, 0, 0]",0.000265,0.106,"[1, 0, 0]",0.0066926998645511,0.0031297952666624
4.46022e-05,0.0,"[0, 1, 0]",2.79916e-05,0.11,"[0, 0, 1]",0.0066751037461773,0.003131329956898
3.35103e-05,0.0,"[0, 1, 0]",4.25749e-05,0.028,"[0, 0, 1]",0.0066848122742791,0.0031322364498275
0.0001034464,0.042,"[0, 0, 1]",4.46022e-05,0.0,"[0, 1, 0]",0.0066780721063154,0.0031261329154336
2.1447e-06,0.0,"[0, 1, 0]",9.216e-05,0.04,"[1, 0, 0]",0.0067050584310875,0.0031332413026064
5.79058e-05,0.0,"[0, 1, 0]",0.000186624,0.064,"[1, 0, 0]",0.0066662014629745,0.0031297177699054
3.6e-05,0.04,"[1, 0, 0]",0.0002694921,0.102,"[0, 0, 1]",0.0066886263890641,0.0031295986201246
2.304e-06,0.016,"[1, 0, 0]",0.000208568,0.062,"[1, 0, 0]",0.0067044782825379,0.0031331208715451
7.36222e-05,0.0,"[0, 1, 0]",6.9984e-05,0.024,"[1, 0, 0]",0.0066526185169066,0.0031279850345002
2.352e-06,0.012,"[1, 0, 0]",5.76e-05,0.036,"[1, 0, 0]",0.0067051767692662,0.0031330704698284
0.0002565048,0.112,"[0, 0, 1]",7.2382e-06,0.0,"[0, 1, 0]",0.0066153716842908,0.0031162633409419
0.0001130973,0.0,"[0, 1, 0]",0.0001375264,0.076,"[0, 0, 1]",0.006625049834669,0.0031211415115897
0.0001080645,0.078,"[0, 0, 1]",3.8912e-05,0.038,"[1, 0, 0]",0.0066686109535124,0.0031291308463093
2.1447e-06,0.0,"[0, 1, 0]",9.97267e-05,0.124,"[0, 0, 1]",0.0067047312727197,0.0031332833857495
2.6656e-05,0.034,"[1, 0, 0]",7.36222e-05,0.0,"[0, 1, 0]",0.0066914294874374,0.0031324548820286
9.2028e-06,0.0,"[0, 1, 0]",8.2448e-05,0.0,"[0, 1, 0]",0.0067008942004021,0.0031333531666932
9.1232e-06,0.024,"[0, 0, 1]",0.0001783922,0.084,"[0, 0, 1]",0.0067045215570175,0.00313317084705
5.1304e-05,0.106,"[1, 0, 0]",1.0368e-05,0.072,"[1, 0, 0]",0.0066842887819578,0.0031202123267842
1.41372e-05,0.0,"[0, 1, 0]",2.87309e-05,0.0,"[0, 1, 0]",0.0066976392918655,0.0031332366172807
5.54177e-05,0.04,"[0, 0, 1]",1.41372e-05,0.0,"[0, 1, 0]",0.0066912357033295,0.0031309763084473
7.36222e-05,0.0,"[0, 1, 0]",0.0001373881,0.052,"[0, 0, 1]",0.0066511948537496,0.0031277394109493
7.2382e-06,0.0,"[0, 1, 0]",7.2382e-06,0.0,"[0, 1, 0]",0.0067023923568521,0.0031333260217818
0.000136276,0.082,"[0, 0, 1]",0.000383496,0.114,"[1, 0, 0]",0.0066566097964298,0.003126918050601
0.0001190915,0.052,"[0, 0, 1]",2.87309e-05,0.0,"[0, 1, 0]",0.0066636903048171,0.0031258168222435
2.4429e-05,0.0,"[0, 1, 0]",9.2028e-06,0.0,"[0, 1, 0]",0.0066910515419104,0.003132864273386
9.7264e-06,0.086,"[0, 0, 1]",0.0001374133,0.06,"[0, 0, 1]",0.00670500626927,0.0031333232042847
7.36222e-05,0.0,"[0, 1, 0]",7.36222e-05,0.0,"[0, 1, 0]",0.006651943156323,0.0031272557209261
3.05614e-05,0.038,"[0, 0, 1]",6.7048e-05,0.058,"[1, 0, 0]",0.0066984666219412,0.003132990682155
0.000135736,0.094,"[1, 0, 0]",2.744e-06,0.014,"[1, 0, 0]",0.0066238951756432,0.0030995355303335
1.0656e-05,0.074,"[1, 0, 0]",0.000122728,0.058,"[1, 0, 0]",0.0067018808626411,0.0031312248646727
5.4e-05,0.06,"[1, 0, 0]",0.000225792,0.072,"[1, 0, 0]",0.0066793300742683,0.0031232473209635
5.7024e-05,0.044,"[1, 0, 0]",2.87309e-05,0.0,"[0, 1, 0]",0.0066657511235898,0.003128295916416
1.4368e-06,0.0,"[0, 1, 0]",9.5256e-05,0.054,"[1, 0, 0]",0.0067057355749669,0.0031332352924904
4.9152e-05,0.048,"[1, 0, 0]",6.11228e-05,0.076,"[0, 0, 1]",0.0066758118797333,0.0031267017992712
2.95184e-05,0.116,"[0, 0, 1]",4.1888e-06,0.0,"[0, 1, 0]",0.0066975390923857,0.0031331551331808
7.36222e-05,0.0,"[0, 1, 0]",7.436e-05,0.11,"[1, 0, 0]",0.00665231690485,0.0031273701090217
5.78e-05,0.05,"[1, 0, 0]",1.80516e-05,0.034,"[0, 0, 1]",0.0066752131614013,0.0031240969979444
7.36222e-05,0.0,"[0, 1, 0]",9.6256e-05,0.094,"[1, 0, 0]",0.0066537582196493,0.0031274389019075
